k.Name,Sword,Shield,Buff,Description,d.DamageRate,foo0,foo1,foo2,foo3,foo4,foo5,foo6,foo7
class_216,sword_216,shield_216,buff_216,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_217,sword_217,shield_217,buff_217,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_218,sword_218,shield_218,buff_218,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_219,sword_219,shield_219,buff_219,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_220,sword_220,shield_220,buff_220,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_221,sword_221,shield_221,buff_221,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_222,sword_222,shield_222,buff_222,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_223,sword_223,shield_223,buff_223,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_224,sword_224,shield_224,buff_224,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_225,sword_225,shield_225,buff_225,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_226,sword_226,shield_226,buff_226,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_227,sword_227,shield_227,buff_227,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_228,sword_228,shield_228,buff_228,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_229,sword_229,shield_229,buff_229,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_230,sword_230,shield_230,buff_230,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_231,sword_231,shield_231,buff_231,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_232,sword_232,shield_232,buff_232,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_233,sword_233,shield_233,buff_233,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_234,sword_234,shield_234,buff_234,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_235,sword_235,shield_235,buff_235,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_236,sword_236,shield_236,buff_236,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_237,sword_237,shield_237,buff_237,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_238,sword_238,shield_238,buff_238,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_239,sword_239,shield_239,buff_239,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_240,sword_240,shield_240,buff_240,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_241,sword_241,shield_241,buff_241,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_242,sword_242,shield_242,buff_242,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_243,sword_243,shield_243,buff_243,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_244,sword_244,shield_244,buff_244,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_245,sword_245,shield_245,buff_245,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_246,sword_246,shield_246,buff_246,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_247,sword_247,shield_247,buff_247,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_248,sword_248,shield_248,buff_248,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_249,sword_249,shield_249,buff_249,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_250,sword_250,shield_250,buff_250,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_251,sword_251,shield_251,buff_251,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_252,sword_252,shield_252,buff_252,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_253,sword_253,shield_253,buff_253,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_254,sword_254,shield_254,buff_254,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_255,sword_255,shield_255,buff_255,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_256,sword_256,shield_256,buff_256,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_257,sword_257,shield_257,buff_257,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_258,sword_258,shield_258,buff_258,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_259,sword_259,shield_259,buff_259,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_260,sword_260,shield_260,buff_260,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_261,sword_261,shield_261,buff_261,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_262,sword_262,shield_262,buff_262,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_263,sword_263,shield_263,buff_263,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_264,sword_264,shield_264,buff_264,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_265,sword_265,shield_265,buff_265,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_266,sword_266,shield_266,buff_266,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_267,sword_267,shield_267,buff_267,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_268,sword_268,shield_268,buff_268,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_269,sword_269,shield_269,buff_269,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_270,sword_270,shield_270,buff_270,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_271,sword_271,shield_271,buff_271,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_272,sword_272,shield_272,buff_272,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_273,sword_273,shield_273,buff_273,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_274,sword_274,shield_274,buff_274,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_275,sword_275,shield_275,buff_275,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_276,sword_276,shield_276,buff_276,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_277,sword_277,shield_277,buff_277,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_278,sword_278,shield_278,buff_278,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_279,sword_279,shield_279,buff_279,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_280,sword_280,shield_280,buff_280,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_281,sword_281,shield_281,buff_281,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_282,sword_282,shield_282,buff_282,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_283,sword_283,shield_283,buff_283,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_284,sword_284,shield_284,buff_284,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_285,sword_285,shield_285,buff_285,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_286,sword_286,shield_286,buff_286,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_287,sword_287,shield_287,buff_287,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_288,sword_288,shield_288,buff_288,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_289,sword_289,shield_289,buff_289,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_290,sword_290,shield_290,buff_290,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_291,sword_291,shield_291,buff_291,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_292,sword_292,shield_292,buff_292,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_293,sword_293,shield_293,buff_293,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_294,sword_294,shield_294,buff_294,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_295,sword_295,shield_295,buff_295,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_296,sword_296,shield_296,buff_296,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_297,sword_297,shield_297,buff_297,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_298,sword_298,shield_298,buff_298,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_299,sword_299,shield_299,buff_299,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_300,sword_300,shield_300,buff_300,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_301,sword_301,shield_301,buff_301,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_302,sword_302,shield_302,buff_302,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_303,sword_303,shield_303,buff_303,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_304,sword_304,shield_304,buff_304,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_305,sword_305,shield_305,buff_305,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_306,sword_306,shield_306,buff_306,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_307,sword_307,shield_307,buff_307,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_308,sword_308,shield_308,buff_308,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_309,sword_309,shield_309,buff_309,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_310,sword_310,shield_310,buff_310,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_311,sword_311,shield_311,buff_311,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_312,sword_312,shield_312,buff_312,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_313,sword_313,shield_313,buff_313,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_314,sword_314,shield_314,buff_314,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_315,sword_315,shield_315,buff_315,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_316,sword_316,shield_316,buff_316,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_317,sword_317,shield_317,buff_317,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_318,sword_318,shield_318,buff_318,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_319,sword_319,shield_319,buff_319,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_320,sword_320,shield_320,buff_320,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_321,sword_321,shield_321,buff_321,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_322,sword_322,shield_322,buff_322,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_323,sword_323,shield_323,buff_323,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_324,sword_324,shield_324,buff_324,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_325,sword_325,shield_325,buff_325,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_326,sword_326,shield_326,buff_326,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_327,sword_327,shield_327,buff_327,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_328,sword_328,shield_328,buff_328,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_329,sword_329,shield_329,buff_329,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_330,sword_330,shield_330,buff_330,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_331,sword_331,shield_331,buff_331,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_332,sword_332,shield_332,buff_332,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_333,sword_333,shield_333,buff_333,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_334,sword_334,shield_334,buff_334,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_335,sword_335,shield_335,buff_335,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_336,sword_336,shield_336,buff_336,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_337,sword_337,shield_337,buff_337,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_338,sword_338,shield_338,buff_338,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_339,sword_339,shield_339,buff_339,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_340,sword_340,shield_340,buff_340,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_341,sword_341,shield_341,buff_341,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_342,sword_342,shield_342,buff_342,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_343,sword_343,shield_343,buff_343,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_344,sword_344,shield_344,buff_344,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_345,sword_345,shield_345,buff_345,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_346,sword_346,shield_346,buff_346,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_347,sword_347,shield_347,buff_347,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_348,sword_348,shield_348,buff_348,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_349,sword_349,shield_349,buff_349,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_350,sword_350,shield_350,buff_350,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_351,sword_351,shield_351,buff_351,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_352,sword_352,shield_352,buff_352,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_353,sword_353,shield_353,buff_353,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_354,sword_354,shield_354,buff_354,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_355,sword_355,shield_355,buff_355,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_356,sword_356,shield_356,buff_356,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_357,sword_357,shield_357,buff_357,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_358,sword_358,shield_358,buff_358,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_359,sword_359,shield_359,buff_359,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_360,sword_360,shield_360,buff_360,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_361,sword_361,shield_361,buff_361,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_362,sword_362,shield_362,buff_362,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_363,sword_363,shield_363,buff_363,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_364,sword_364,shield_364,buff_364,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_365,sword_365,shield_365,buff_365,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_366,sword_366,shield_366,buff_366,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_367,sword_367,shield_367,buff_367,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_368,sword_368,shield_368,buff_368,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_369,sword_369,shield_369,buff_369,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_370,sword_370,shield_370,buff_370,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_371,sword_371,shield_371,buff_371,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_372,sword_372,shield_372,buff_372,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_373,sword_373,shield_373,buff_373,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_374,sword_374,shield_374,buff_374,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_375,sword_375,shield_375,buff_375,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_376,sword_376,shield_376,buff_376,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_377,sword_377,shield_377,buff_377,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_378,sword_378,shield_378,buff_378,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_379,sword_379,shield_379,buff_379,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_380,sword_380,shield_380,buff_380,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_381,sword_381,shield_381,buff_381,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_382,sword_382,shield_382,buff_382,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_383,sword_383,shield_383,buff_383,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_384,sword_384,shield_384,buff_384,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_385,sword_385,shield_385,buff_385,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_386,sword_386,shield_386,buff_386,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_387,sword_387,shield_387,buff_387,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_388,sword_388,shield_388,buff_388,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_389,sword_389,shield_389,buff_389,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_390,sword_390,shield_390,buff_390,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_391,sword_391,shield_391,buff_391,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_392,sword_392,shield_392,buff_392,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_393,sword_393,shield_393,buff_393,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_394,sword_394,shield_394,buff_394,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_395,sword_395,shield_395,buff_395,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_396,sword_396,shield_396,buff_396,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_397,sword_397,shield_397,buff_397,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_398,sword_398,shield_398,buff_398,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_399,sword_399,shield_399,buff_399,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_400,sword_400,shield_400,buff_400,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_401,sword_401,shield_401,buff_401,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_402,sword_402,shield_402,buff_402,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_403,sword_403,shield_403,buff_403,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_404,sword_404,shield_404,buff_404,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_405,sword_405,shield_405,buff_405,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_406,sword_406,shield_406,buff_406,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_407,sword_407,shield_407,buff_407,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_408,sword_408,shield_408,buff_408,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_409,sword_409,shield_409,buff_409,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_410,sword_410,shield_410,buff_410,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_411,sword_411,shield_411,buff_411,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_412,sword_412,shield_412,buff_412,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_413,sword_413,shield_413,buff_413,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_414,sword_414,shield_414,buff_414,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_415,sword_415,shield_415,buff_415,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_416,sword_416,shield_416,buff_416,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_417,sword_417,shield_417,buff_417,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_418,sword_418,shield_418,buff_418,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_419,sword_419,shield_419,buff_419,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_420,sword_420,shield_420,buff_420,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_421,sword_421,shield_421,buff_421,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_422,sword_422,shield_422,buff_422,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_423,sword_423,shield_423,buff_423,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_424,sword_424,shield_424,buff_424,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_425,sword_425,shield_425,buff_425,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_426,sword_426,shield_426,buff_426,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_427,sword_427,shield_427,buff_427,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_428,sword_428,shield_428,buff_428,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_429,sword_429,shield_429,buff_429,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_430,sword_430,shield_430,buff_430,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_431,sword_431,shield_431,buff_431,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
class_432,sword_432,shield_432,buff_432,my class of amazeballs,1.3,bar0,bar1,bar2,bar3,bar4,bar5,bar6,bar7
